"price","trim","isOneOwner","mileage","year","color","displacement"
9885,"430","f",70423,2003,"Silver","other"
36861,"other","f",24781,2007,"Silver","5.5"
42591,"550","f",38364,2011,"Black","5.5"
4995,"500","f",155098,2000,"other","other"
33994,"550","f",64764,2009,"Silver","5.5"
5995,"430","f",149922,2000,"Black","other"
3999,"other","f",147000,1997,"White","other"
7995,"500","f",150723,2000,"Black","other"
15000,"other","f",73925,2003,"other","5.5"
57000,"550","f",43571,2009,"Black","5.5"
14890,"430","f",104118,2005,"White","other"
42900,"550","f",14530,2011,"Black","5.5"
5994,"500","f",125193,2000,"Silver","other"
43995,"550","t",47894,2011,"Black","5.5"
6995,"430","f",178000,2002,"Silver","other"
61900,"550","t",17492,2013,"White","4.6"
18750,"other","f",58600,2005,"White","5.5"
16990,"500","f",82520,2006,"Silver","other"
28991,"550","f",77977,2008,"other","5.5"
45998,"550","f",29610,2009,"White","5.5"
30988,"550","f",27561,2008,"Black","5.5"
10700,"550","f",96937,2009,"White","5.5"
29995,"550","f",95766,2008,"Black","5.5"
14988,"500","f",41986,2000,"other","other"
45995,"550","t",46521,2010,"White","5.5"
28592,"550","t",89145,2007,"other","5.5"
29800,"550","f",55492,2007,"other","5.5"
15995,"430","f",94629,2006,"other","other"
6995,"500","f",117828,2000,"Silver","other"
11777,"430","f",112727,2006,"White","other"
39900,"550","f",40894,2008,"Black","5.5"
28000,"550","f",93000,2008,"other","5.5"
35700,"550","t",46403,2010,"Black","5.5"
26999,"550","f",105037,2007,"Black","5.5"
2800,"430","f",59690,2002,"Black","other"
47991,"550","f",34429,2010,"White","5.5"
8950,"430","t",132009,2001,"other","other"
28888,"550","f",76030,2008,"White","5.5"
70991,"550","f",12926,2012,"Black","4.6"
43900,"550","t",45100,2012,"Silver","4.6"
8996,"500","f",107104,2003,"other","other"
8985,"430","f",123261,2002,"other","other"
33900,"550","f",30672,2007,"White","5.5"
28994,"550","t",57735,2007,"Black","5.5"
9995,"500","f",120575,2003,"other","other"
48999,"550","f",38394,2012,"other","4.6"
15831,"other","f",66458,2003,"Silver","other"
9995,"430","f",116555,2000,"other","other"
30880,"550","f",59745,2007,"Black","5.5"
40999,"550","f",36347,2011,"Black","5.5"
8646,"500","f",158920,2001,"White","other"
39991,"550","f",72698,2010,"Black","5.5"
10977,"430","f",87754,2002,"Silver","other"
37777,"other","f",36938,2010,"other","other"
13000,"500","f",122000,2005,"other","other"
14699,"430","f",105004,2006,"Black","other"
10491,"430","f",116869,2004,"Silver","other"
28995,"550","f",82496,2008,"Black","5.5"
57995,"550","f",16660,2012,"other","4.6"
4490,"other","f",145000,1998,"Silver","other"
35991,"550","f",42796,2007,"Black","5.5"
7999,"430","f",126587,2000,"other","other"
8977,"430","f",105817,2002,"Silver","other"
27875,"550","f",71917,2007,"other","5.5"
29999,"550","f",50351,2008,"Silver","5.5"
47998,"550","f",30248,2011,"Black","5.5"
15500,"500","f",83203,2005,"other","other"
64833,"550","f",18221,2008,"other","5.5"
26980,"550","t",65252,2008,"Black","5.5"
49995,"550","f",25535,2011,"Black","5.5"
12995,"430","f",96250,2003,"other","other"
34434,"550","f",63298,2009,"Black","5.5"
42995,"550","f",25994,2009,"Black","5.5"
46995,"550","f",32757,2012,"Black","4.6"
62888,"550","t",27548,2011,"other","5.5"
50995,"550","f",48148,2013,"Black","4.6"
10995,"430","f",136597,2005,"Silver","other"
23990,"other","f",61797,2005,"Black","other"
22888,"550","f",104810,2007,"Silver","5.5"
12850,"430","f",118483,2003,"Silver","other"
7979,"500","f",181772,2003,"other","other"
16991,"430","f",85667,2006,"other","other"
8999,"430","f",109920,2006,"Silver","other"
9995,"500","f",112982,2003,"Silver","other"
29990,"550","f",91047,2007,"other","5.5"
26999,"550","f",87000,2007,"Silver","5.5"
45753,"550","t",41412,2012,"Black","4.6"
32152,"550","f",53077,2007,"Black","5.5"
35995,"550","f",96978,2010,"Silver","5.5"
29900,"550","f",74300,2008,"Black","5.5"
6450,"430","f",122319,2002,"Silver","other"
5444,"500","f",190540,2000,"Silver","other"
9955,"430","f",82924,2002,"Silver","other"
8850,"500","f",88547,2002,"Black","other"
35998,"550","t",54739,2009,"other","5.5"
8995,"500","f",154160,2003,"Black","other"
47800,"550","t",42696,2010,"Silver","5.5"
66916,"550","f",9894,2012,"White","4.6"
49950,"550","f",28140,2012,"Black","4.6"
60000,"550","t",9158,2011,"Black","5.5"
38990,"550","f",68399,2008,"Black","5.5"
59995,"550","f",14952,2013,"other","4.6"
6995,"500","f",133828,2001,"White","other"
28750,"550","f",81109,2008,"other","5.5"
10950,"430","f",55301,2002,"other","other"
17995,"430","f",69910,2006,"other","other"
38980,"550","f",68845,2010,"other","5.5"
11995,"430","f",91761,2005,"Black","other"
35486,"550","f",61069,2009,"Black","5.5"
21494,"550","f",104050,2007,"White","5.5"
27900,"550","f",79566,2008,"other","5.5"
995,"500","f",2e+05,2001,"other","other"
69800,"550","f",18821,2013,"White","4.6"
68990,"550","t",14285,2013,"Black","4.6"
6995,"500","f",163966,2001,"Black","other"
39900,"550","f",76196,2010,"Silver","5.5"
37593,"550","f",68069,2010,"Black","5.5"
12995,"430","f",50736,2003,"Silver","other"
30922,"550","f",52521,2007,"Black","5.5"
13999,"other","f",65574,2006,"Silver","other"
14991,"500","f",72336,2005,"Black","other"
45999,"550","f",38217,2011,"Silver","5.5"
37850,"550","f",63277,2010,"Black","5.5"
8000,"500","f",98887,1997,"other","other"
14995,"other","f",134639,2006,"Black","other"
32990,"550","f",41381,2007,"Silver","5.5"
14500,"430","f",123275,2005,"Black","other"
40950,"550","f",34052,2011,"Black","5.5"
51994,"550","t",38827,2012,"Black","4.6"
12777,"430","f",109000,2003,"White","other"
54222,"550","f",32455,2012,"other","4.6"
29991,"other","f",79212,2006,"Silver","other"
51990,"550","f",20056,2012,"Black","4.6"
31990,"550","f",82559,2007,"Black","5.5"
12993,"other","f",79677,2004,"Silver","other"
4999,"500","f",117556,2001,"Black","other"
35995,"550","f",72067,2010,"Black","5.5"
36000,"550","f",49361,2009,"other","5.5"
35994,"550","f",102325,2007,"Black","5.5"
6999,"430","f",130429,2001,"Black","other"
48994,"550","t",36487,2011,"Black","5.5"
47990,"550","f",29000,2010,"Black","5.5"
15999,"430","f",84478,2006,"Silver","other"
22995,"550","f",138066,2007,"other","5.5"
57750,"other","t",44210,2007,"Black","other"
13990,"other","f",63090,2002,"Black","other"
9919,"430","f",112021,2003,"Black","other"
11981,"430","f",107439,2006,"Black","other"
5999,"430","f",69823,2002,"Black","other"
6900,"430","f",176228,2002,"Black","other"
39995,"550","t",67105,2009,"Silver","5.5"
12495,"other","f",98264,2006,"Black","other"
6995,"430","f",148520,2001,"other","other"
52995,"550","f",45247,2012,"Black","4.6"
55995,"550","f",19499,2012,"White","4.6"
42895,"550","f",42345,2010,"Black","5.5"
47994,"550","f",59379,2011,"Black","5.5"
11988,"430","f",111018,2004,"Silver","other"
4990,"other","f",114646,1999,"other","other"
43995,"550","t",52039,2012,"Black","4.6"
19000,"550","f",117445,2007,"Black","5.5"
22999,"550","f",109609,2007,"Silver","5.5"
48777,"550","f",36582,2008,"White","5.5"
7500,"430","t",123397,2001,"Silver","other"
37990,"550","f",19879,2007,"other","5.5"
38998,"550","f",51959,2009,"Silver","5.5"
46990,"550","f",42508,2010,"Black","5.5"
44900,"550","t",19823,2010,"Black","5.5"
15991,"other","f",99179,2004,"Silver","other"
65995,"other","f",2714,2013,"Black","other"
6995,"430","f",123000,2000,"Silver","other"
27991,"550","f",87338,2007,"Silver","5.5"
44999,"550","f",63598,2009,"other","5.5"
33999,"550","f",51702,2007,"Silver","5.5"
49999,"550","t",30735,2012,"Silver","4.6"
20475,"500","f",61357,2006,"Silver","other"
9999,"other","f",103254,2001,"Black","other"
9995,"500","f",128546,2001,"other","other"
10988,"430","f",86918,2002,"other","other"
4995,"other","f",141101,1994,"other","other"
19990,"other","f",81508,2006,"Black","other"
21995,"550","t",116950,2007,"White","5.5"
7995,"430","f",126010,2004,"Silver","other"
26999,"550","f",66653,2007,"other","5.5"
9988,"other","f",120087,2001,"Silver","other"
76991,"550","t",9371,2013,"Black","4.6"
3200,"500","f",126984,2001,"other","other"
27995,"550","f",47942,2007,"Black","5.5"
21900,"550","t",115245,2008,"Black","5.5"
79888,"550","t",7153,2013,"White","4.6"
16999,"430","t",71407,2006,"other","other"
31900,"550","f",48423,2008,"Black","5.5"
22990,"550","f",106378,2007,"other","5.5"
11950,"other","f",81437,2001,"Silver","other"
66991,"550","t",26807,2013,"White","4.6"
28995,"550","f",94669,2008,"other","5.5"
62900,"550","f",22425,2012,"Black","4.6"
74900,"550","f",10103,2013,"other","4.6"
26994,"550","t",58811,2007,"Silver","5.5"
65999,"other","f",46517,2011,"Black","5.5"
43990,"other","t",52130,2008,"Black","other"
29999,"550","f",153000,2007,"other","5.5"
37490,"550","t",68361,2011,"Black","5.5"
8500,"other","t",98648,1999,"Black","other"
10980,"other","f",101921,1994,"Silver","other"
39999,"other","f",90009,2012,"Black","other"
29995,"550","f",50894,2009,"Silver","5.5"
9995,"430","t",92940,2002,"Silver","other"
37995,"550","f",35039,2008,"White","5.5"
22488,"550","f",90452,2007,"Black","5.5"
61991,"550","f",13783,2012,"Black","4.6"
24990,"550","f",79898,2007,"Black","5.5"
7988,"500","f",88579,2001,"Silver","other"
47987,"550","t",32161,2010,"Silver","5.5"
35555,"550","t",36055,2008,"White","5.5"
21950,"500","f",48831,2006,"Silver","other"
25970,"550","f",80391,2007,"Black","5.5"
22750,"550","f",104246,2007,"Black","5.5"
24555,"550","f",80724,2007,"other","5.5"
66000,"550","f",15205,2012,"Black","4.6"
10599,"430","f",79122,2004,"Silver","other"
39988,"550","f",59426,2010,"Black","5.5"
16980,"other","f",61317,2004,"other","5.5"
63986,"550","t",12692,2011,"other","5.5"
64991,"550","f",23249,2013,"White","4.6"
47995,"550","t",27995,2012,"other","4.6"
44990,"550","f",33842,2011,"Black","5.5"
30494,"550","t",68799,2008,"Black","5.5"
5203,"other","f",140947,1996,"other","other"
6988,"500","f",113801,1996,"White","other"
49800,"550","f",46654,2010,"Black","5.5"
52888,"550","f",30351,2011,"White","5.5"
27674,"550","f",81844,2008,"Black","5.5"
48995,"550","f",30994,2011,"Black","5.5"
3995,"430","f",184099,2002,"other","other"
6995,"other","f",105015,1995,"White","other"
29900,"550","f",64750,2008,"White","5.5"
18973,"500","f",66159,2005,"White","other"
39810,"550","t",51555,2009,"Black","5.5"
25999,"550","f",62105,2007,"Black","5.5"
35980,"550","f",83700,2009,"White","5.5"
53999,"550","t",25101,2013,"Black","4.6"
7995,"500","f",101077,1997,"Black","other"
41029,"550","f",43189,2009,"White","5.5"
15995,"430","f",110171,2006,"Black","other"
33900,"550","f",42312,2007,"Black","5.5"
8991,"500","f",141087,2002,"Black","other"
9995,"430","f",94356,2003,"White","other"
33999,"550","f",22144,2008,"Black","5.5"
4995,"other","f",206395,1996,"Black","other"
26990,"550","f",100677,2009,"White","5.5"
58991,"550","f",12142,2011,"Black","5.5"
35499,"550","f",66949,2010,"Silver","5.5"
63700,"other","f",31533,2010,"Silver","other"
7995,"430","f",125460,2003,"Black","other"
11900,"500","f",59385,2000,"other","other"
39988,"550","f",43894,2009,"White","5.5"
22993,"550","f",106497,2007,"White","5.5"
36944,"550","t",19470,2008,"Silver","5.5"
29995,"550","f",90451,2007,"Silver","5.5"
41990,"550","t",44548,2010,"Black","5.5"
56571,"550","f",44516,2012,"other","4.6"
60999,"550","f",16431,2012,"Black","4.6"
11777,"430","f",88041,2006,"Silver","other"
34995,"550","f",88577,2012,"Black","4.6"
72500,"550","f",8600,2013,"White","4.6"
11988,"other","f",87880,2002,"Black","other"
6999,"other","f",128394,1995,"Black","other"
4995,"other","t",138518,1997,"Black","other"
7995,"500","f",112356,2002,"Black","other"
12799,"430","f",133389,2006,"Black","other"
22900,"550","f",120000,2007,"Black","5.5"
41981,"other","f",58703,2009,"other","other"
59999,"550","t",14750,2011,"White","5.5"
57995,"550","f",19571,2011,"other","5.5"
27990,"550","f",39889,2007,"other","5.5"
47690,"other","f",59471,2007,"Black","other"
7449,"500","f",109661,2002,"Black","other"
8900,"500","f",140152,2002,"White","other"
65487,"550","f",23101,2012,"Silver","4.6"
48995,"550","f",29090,2011,"Black","5.5"
36777,"550","f",70463,2010,"Silver","5.5"
31000,"550","f",54525,2008,"White","5.5"
49900,"550","f",25200,2011,"Black","5.5"
16900,"430","f",67000,2006,"Black","other"
55995,"550","f",21921,2013,"Black","4.6"
12892,"500","f",129174,2005,"Silver","other"
53799,"550","t",34000,2012,"Black","4.6"
25995,"550","f",85959,2008,"other","5.5"
16495,"500","f",92999,2006,"other","other"
28995,"550","f",91093,2007,"Silver","5.5"
12991,"500","f",121896,2005,"Black","other"
75900,"other","f",1997,2013,"Black","other"
21885,"550","f",102900,2007,"other","5.5"
59995,"550","f",21550,2013,"Black","4.6"
18900,"550","f",119550,2007,"other","5.5"
41995,"550","t",43600,2011,"Black","5.5"
22282,"550","f",91765,2007,"Silver","5.5"
21995,"550","f",108000,2007,"White","5.5"
26950,"550","f",79479,2007,"Black","5.5"
29800,"550","f",67114,2007,"other","5.5"
16999,"other","f",60110,2006,"Black","other"
8488,"500","f",91838,2000,"other","other"
10999,"430","f",116289,2005,"Silver","other"
6995,"other","f",141251,1996,"White","other"
39998,"550","f",47713,2009,"White","5.5"
55995,"550","f",33973,2011,"other","5.5"
48992,"550","f",34842,2010,"Black","5.5"
50900,"550","t",31187,2011,"White","5.5"
49888,"550","f",20257,2012,"Black","4.6"
5995,"500","t",112446,2002,"Silver","other"
13995,"430","f",75941,2002,"Black","other"
14900,"430","f",118000,2006,"other","other"
38296,"550","f",30805,2008,"Black","5.5"
33991,"550","f",65938,2008,"Silver","5.5"
49800,"550","f",33278,2012,"Black","4.6"
11980,"500","f",105202,2004,"other","other"
12900,"430","f",92165,2004,"Silver","other"
23743,"550","f",99376,2008,"other","5.5"
38888,"550","t",66689,2010,"Black","5.5"
19999,"550","f",106752,2007,"other","5.5"
55990,"other","f",23088,2009,"Silver","other"
19997,"550","f",127064,2008,"White","5.5"
18981,"430","f",20852,2006,"other","other"
29999,"550","f",47889,2007,"Black","5.5"
28990,"550","f",103921,2008,"Black","5.5"
15178,"other","t",85990,2006,"Silver","other"
59888,"other","f",31048,2007,"Silver","other"
37988,"550","f",63270,2011,"Silver","5.5"
34900,"550","f",51000,2008,"other","5.5"
16000,"430","f",95278,2006,"White","other"
11995,"430","f",86863,2004,"other","other"
48999,"550","f",35394,2011,"other","5.5"
55995,"550","f",24948,2011,"Black","5.5"
56999,"550","f",22832,2013,"Black","4.6"
13900,"430","f",66231,2001,"other","other"
7957,"430","f",139887,2003,"Silver","other"
14990,"other","f",79174,2003,"other","5.5"
53750,"550","f",50000,2011,"Silver","5.5"
78743,"550","t",3779,2013,"White","4.6"
10990,"430","f",72576,2002,"other","other"
14888,"other","f",68622,2001,"Silver","other"
63689,"550","t",13173,2013,"Black","4.6"
49995,"550","t",36357,2013,"other","4.6"
38974,"550","f",51839,2010,"White","5.5"
2900,"430","f",231760,2001,"other","other"
30995,"550","f",50198,2008,"other","5.5"
20995,"550","f",99645,2007,"Silver","5.5"
7995,"430","f",117628,2002,"other","other"
30988,"550","f",81515,2007,"White","5.5"
59982,"550","t",26802,2012,"other","4.6"
8999,"500","f",129692,2002,"White","other"
15888,"500","f",116299,2006,"Black","other"
29690,"550","f",54037,2009,"other","5.5"
49998,"550","f",52616,2011,"other","5.5"
10999,"500","f",124177,2005,"Silver","other"
51981,"550","t",28863,2011,"Silver","5.5"
48992,"550","t",49343,2011,"Black","5.5"
29992,"550","f",67965,2008,"Black","5.5"
21500,"550","f",158000,2008,"other","5.5"
13990,"other","f",69720,2001,"Silver","other"
48995,"550","f",28930,2011,"Black","5.5"
12888,"500","f",157330,2005,"Black","other"
20995,"550","f",102656,2007,"Black","5.5"
36995,"550","f",89589,2007,"Black","5.5"
72991,"550","f",5562,2013,"Black","4.6"
38990,"550","f",61716,2010,"other","5.5"
58998,"550","f",40219,2012,"Black","4.6"
8100,"other","f",131121,2002,"other","other"
